Dispatch_ID,Dispatch_Date,Expected_Delivery_Date,Actual_Delivery_Date,Yarn_Type,Denier,Packaging,Quantity,Spools_per_Unit,Spool_Weight_kg,Total_Weight_kg,Vendor_Name,Customer_Name,Destination_City,Vehicle_Number,Delivery_status,Delay_Reason,Cost_INR
D02914,08-02-2024,12-02-2024,12-02-2024,FDY,300/72,Box,15,2,8,240,Hanuman Yarn Mills,Grasim Industries,Ahmedabad,GJ-13-X-5506,On Time,,14532.5
D02915,09-04-2023,12-04-2023,15-04-2023,FDY,300/72,Box,12,2,8,192,Om Sai Yarn Traders,Sutlej Textiles,Vapi,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,21217.5
D02916,06-03-2023,11-03-2023,11-03-2023,FDY,250/48,Box,28,2,8,448,Shree Ram Textiles,Vardhman Group,Silvassa,GJ-21-X-7912,On Time,,7084.57
D02917,17-03-2024,19-03-2024,19-03-2024,FDY,300/72,Box,12,2,8,192,Surat Silk House,Raymond Fabrics,Silvassa,GJ-21-X-7912,On Time,,19720.57
D02918,10-01-2022,15-01-2022,15-01-2022,POY,300/72,Pallet,16,42,15,10080,Vapi Yarn Depot,Pasupati Fabrics,Navsari,GJ-91-X-2824,On Time,,9466.79
D02919,06-06-2023,10-06-2023,10-06-2023,POY,300/72,Pallet,14,42,15,8820,Hanuman Yarn Mills,Sutlej Textiles,Surat,GJ-39-X-9279,On Time,,12536.45
D02920,01-10-2023,04-10-2023,04-10-2023,POY,500/96,Pallet,14,42,15,8820,Laxmi Fibre Industries,Trident Group,Ahmedabad,GJ-21-X-4582,On Time,,11335.85
D02921,03-07-2023,08-07-2023,08-07-2023,POY,300/72,Pallet,13,42,15,8190,Bhavna Textiles,Pasupati Fabrics,Surat,GJ-21-X-4582,On Time,,24907.4
D02922,13-11-2023,18-11-2023,22-11-2023,POY,300/72,Pallet,12,42,15,7560,Om Sai Yarn Traders,Filatex India,Ahmedabad,GJ-21-X-4582,Delayed,Weather,23710.5
D02923,04-07-2022,06-07-2022,06-07-2022,FDY,600/288,Box,30,2,8,480,Shree Ram Textiles,Pasupati Fabrics,Pune,GJ-41-X-4657,On Time,,24871.53
D02924,08-08-2023,10-08-2023,,FDY,600/288,Box,8,2,8,128,Silvassa Fibre Co,Reliance Industries,Navsari,GJ-27-X-2679,Failed,Weather,20883.71
D02925,06-06-2024,10-06-2024,10-06-2024,POY,400/144,Pallet,12,42,15,7560,Modi Spinning Mills,Reliance Industries,Ahmedabad,GJ-21-X-7912,On Time,,23228.72
D02926,20-09-2023,22-09-2023,22-09-2023,FDY,250/48,Box,22,2,8,352,Hanuman Yarn Mills,Filatex India,Silvassa,GJ-27-X-2679,On Time,,6710.76
D02927,29-01-2022,31-01-2022,,FDY,300/72,Box,12,2,8,192,Vapi Yarn Depot,Bombay Dyeing,Silvassa,GJ-96-X-9935,Failed,Weather,18354.76
D02928,14-07-2023,18-07-2023,18-07-2023,FDY,600/288,Box,29,2,8,464,Gujarat Yarn Traders,Century Textiles,Silvassa,GJ-27-X-2679,On Time,,19275.84
D02929,22-06-2023,26-06-2023,26-06-2023,POY,500/288,Pallet,12,42,15,7560,Vapi Yarn Depot,Century Textiles,Ahmedabad,GJ-21-X-4582,On Time,,10843.44
D02930,28-11-2023,03-12-2023,08-12-2023,FDY,250/48,Box,26,2,8,416,Modi Spinning Mills,Arvind Mills,Vapi,GJ-96-X-9935,Delayed,Weather,15887.5
D02931,07-08-2022,11-08-2022,11-08-2022,FDY,300/72,Box,26,2,8,416,Ahmedabad Fibre Works,Pasupati Fabrics,Pune,GJ-41-X-4657,On Time,,10870.27
D02932,27-02-2024,28-02-2024,28-02-2024,FDY,250/48,Box,21,2,8,336,Modi Spinning Mills,Grasim Industries,Navsari,GJ-21-X-4582,On Time,,21507.43
D02933,09-10-2023,10-10-2023,10-10-2023,FDY,600/288,Box,7,2,8,112,Modi Spinning Mills,Indo Count Industries,Surat,GJ-13-X-5506,On Time,,22168.95
D02934,26-02-2023,28-02-2023,04-03-2023,POY,250/48,Pallet,15,42,15,9450,Laxmi Fibre Industries,Bombay Dyeing,Silvassa,GJ-39-X-9279,Delayed,Weather,11363.08
D02935,24-07-2024,28-07-2024,28-07-2024,FDY,300/72,Box,24,2,8,384,Hanuman Yarn Mills,Reliance Industries,Ahmedabad,GJ-39-X-9279,On Time,,
D02936,27-01-2023,31-01-2023,06-02-2023,FDY,250/48,Box,6,2,8,96,Silvassa Fibre Co,Grasim Industries,Pune,GJ-96-X-9935,Delayed,Vehicle Breakdown,16822.76
D02937,29-04-2024,04-05-2024,04-05-2024,FDY,250/48,Box,21,2,8,336,Rajesh Spinning Co,Grasim Industries,Silvassa,GJ-14-X-1488,On Time,,11245.27
D02938,13-07-2023,18-07-2023,18-07-2023,FDY,600/288,Box,20,2,8,320,Krishna Textile Suppliers,Nahar Spinning,Surat,GJ-96-X-9935,On Time,,6523.06
D02939,09-08-2023,11-08-2023,11-08-2023,POY,500/96,Pallet,16,42,15,10080,Om Sai Yarn Traders,Unknown,Silvassa,GJ-21-X-4582,On Time,,6525.29
D02940,19-01-2023,20-01-2023,20-01-2023,POY,400/144,Pallet,16,42,15,10080,Bhavna Textiles,Arvind Mills,Pune,GJ-21-X-4582,On Time,,19980.58
D02941,14-12-2022,16-12-2022,,POY,500/288,Pallet,16,42,15,10080,Laxmi Fibre Industries,Vardhman Group,Ahmedabad,GJ-96-X-9935,Failed,Weather,14101.63
D02942,30-07-2024,04-08-2024,07-08-2024,POY,500/96,Pallet,16,42,15,10080,Silvassa Fibre Co,Arvind Mills,Silvassa,GJ-21-X-7912,Delayed,Weather,24164.15
D02943,24-08-2023,27-08-2023,27-08-2023,POY,250/48,Pallet,16,42,15,10080,Rajesh Spinning Co,Alok Industries,Pune,GJ-87-X-1434,On Time,,7403.96
D02944,15-09-2024,16-09-2024,23-09-2024,FDY,250/48,Box,15,2,8,240,Krishna Textile Suppliers,Nahar Spinning,Surat,GJ-87-X-1434,Delayed,Vehicle Breakdown,19996.71
D02945,10-09-2022,12-09-2022,12-09-2022,FDY,250/48,Box,6,2,8,96,Om Sai Yarn Traders,Garden Silk Mills,Surat,GJ-39-X-9279,On Time,,21281.68
D02946,30-10-2022,31-10-2022,06-11-2022,POY,400/144,Pallet,14,42,15,8820,Krishna Textile Suppliers,Grasim Industries,Navsari,GJ-39-X-9279,Delayed,Weather,16680.64
D02947,20-01-2022,22-01-2022,22-01-2022,FDY,600/288,Box,21,2,8,336,Shree Ram Textiles,Filatex India,Navsari,GJ-27-X-2679,On Time,,6920.58
D02948,12-06-2023,15-06-2023,18-06-2023,POY,400/144,Pallet,12,42,15,7560,Laxmi Fibre Industries,Indo Count Industries,Vapi,GJ-91-X-2824,Delayed,Vehicle Breakdown,14911.55
D02949,09-05-2022,11-05-2022,11-05-2022,FDY,250/48,Box,22,2,8,352,Silvassa Fibre Co,Vardhman Group,Vapi,GJ-27-X-2679,On Time,,10062.69
D02950,08-05-2022,12-05-2022,,POY,250/48,Pallet,15,42,15,9450,Shree Ram Textiles,Pasupati Fabrics,Navsari,GJ-96-X-9935,Failed,Vehicle Breakdown,15557.47
D02951,13-08-2024,17-08-2024,21-08-2024,FDY,300/72,Box,26,2,8,416,Laxmi Fibre Industries,Indo Count Industries,Surat,GJ-14-X-1488,Delayed,Route Issue,23912.58
D02952,25-02-2024,28-02-2024,06-03-2024,FDY,600/288,Box,6,2,8,96,Patel Yarn Agency,Vardhman Group,Vapi,GJ-87-X-1434,Delayed,Alternate_Contact_Delivery,15864.62
D02953,31-12-2022,02-01-2023,08-01-2023,POY,400/144,Pallet,13,42,15,8190,Shree Ram Textiles,Sutlej Textiles,Surat,GJ-14-X-1488,Delayed,Route Issue,12300.31
D02954,18-01-2023,20-01-2023,24-01-2023,FDY,300/72,Box,19,2,8,304,Vapi Yarn Depot,Sutlej Textiles,Pune,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,9340.57
D02955,13-03-2022,17-03-2022,17-03-2022,FDY,300/72,Box,21,2,8,336,Patel Yarn Agency,SRF Limited,Surat,GJ-87-X-1434,On Time,,14749.69
D02956,12-01-2022,14-01-2022,,POY,400/144,Pallet,13,42,15,8190,Modi Spinning Mills,Indo Rama Synthetics,Vapi,GJ-39-X-9279,Failed,Route Issue,22649.44
D02957,07-09-2023,12-09-2023,14-09-2023,FDY,250/48,Box,10,2,8,160,Om Sai Yarn Traders,Arvind Mills,Navsari,GJ-96-X-9935,Delayed,Route Issue,21193.6
D02958,15-01-2024,19-01-2024,19-01-2024,FDY,300/72,Box,13,2,8,208,Rajesh Spinning Co,Alok Industries,Silvassa,GJ-87-X-1434,On Time,,20217.02
D02959,11-03-2022,16-03-2022,16-03-2022,FDY,300/72,Box,22,2,8,352,Rajesh Spinning Co,Grasim Industries,Vapi,GJ-14-X-1488,On Time,,14585.5
D02960,02-03-2024,05-03-2024,05-03-2024,POY,250/48,Pallet,13,42,15,8190,Krishna Textile Suppliers,Pasupati Fabrics,Silvassa,GJ-91-X-2824,On Time,,23078.77
D02961,24-12-2023,28-12-2023,,POY,500/288,Pallet,12,42,15,7560,Ahmedabad Fibre Works,Indo Rama Synthetics,Surat,GJ-13-X-5506,Failed,Route Issue,5633.94
D02962,01-04-2024,02-04-2024,06-04-2024,FDY,600/288,Box,19,2,8,304,Ahmedabad Fibre Works,Trident Group,Silvassa,GJ-13-X-5506,Delayed,Vehicle Breakdown,13203.6
D02963,29-05-2024,01-06-2024,01-06-2024,POY,500/288,Pallet,16,42,15,10080,Vapi Yarn Depot,Century Textiles,Pune,GJ-41-X-4657,On Time,,23817.78
D02964,11-05-2024,16-05-2024,18-05-2024,POY,400/144,Pallet,13,42,15,8190,Laxmi Fibre Industries,SRF Limited,Surat,GJ-96-X-9935,Delayed,Alternate_Contact_Delivery,15177.82
D02965,27-01-2022,01-02-2022,01-02-2022,POY,400/144,Pallet,15,42,15,9450,Om Sai Yarn Traders,Himatsingka Seide,Pune,GJ-27-X-2679,On Time,,11694.69
D02966,12-04-2023,16-04-2023,16-04-2023,POY,500/288,Pallet,13,42,15,8190,Vapi Yarn Depot,Trident Group,Silvassa,GJ-14-X-1488,On Time,,14880.38
D02967,29-12-2023,30-12-2023,30-12-2023,FDY,300/72,Box,22,2,8,352,Unknown,Arvind Mills,Ahmedabad,GJ-14-X-1488,On Time,,10434.57
D02968,03-03-2024,04-03-2024,04-03-2024,POY,500/96,Pallet,13,42,15,8190,Ahmedabad Fibre Works,Sutlej Textiles,Surat,GJ-87-X-1434,On Time,,20374.62
D02969,15-06-2022,17-06-2022,22-06-2022,FDY,600/288,Box,28,2,8,448,Om Sai Yarn Traders,Sutlej Textiles,Vapi,GJ-21-X-4582,Delayed,Route Issue,19852.81
D02970,27-03-2024,01-04-2024,01-04-2024,POY,500/288,Pallet,12,42,15,7560,Modi Spinning Mills,Century Textiles,Navsari,GJ-21-X-7912,On Time,,11434.06
D02971,20-08-2024,22-08-2024,,FDY,600/288,Box,27,2,8,432,Hanuman Yarn Mills,Raymond Fabrics,Navsari,GJ-41-X-4657,Delayed,Alternate_Contact_Delivery,11452.29
D02972,28-08-2023,29-08-2023,04-09-2023,FDY,600/288,Box,27,2,8,432,Krishna Textile Suppliers,Vardhman Group,Silvassa,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,13026.04
D02973,21-01-2022,24-01-2022,24-01-2022,FDY,250/48,Box,27,2,8,432,Hanuman Yarn Mills,Garden Silk Mills,Surat,GJ-13-X-5506,On Time,,6177.45
D02974,17-05-2024,21-05-2024,21-05-2024,FDY,600/288,Box,17,2,8,272,Silvassa Fibre Co,Unknown,Pune,GJ-87-X-1434,On Time,,7209.98
D02975,17-03-2023,19-03-2023,22-03-2023,FDY,250/48,Box,19,2,8,304,Ahmedabad Fibre Works,Sutlej Textiles,Silvassa,GJ-96-X-9935,Delayed,Vehicle Breakdown,8145.68
D02976,07-10-2023,08-10-2023,08-10-2023,POY,400/144,Pallet,16,42,15,10080,Om Sai Yarn Traders,Century Textiles,Pune,GJ-91-X-2824,On Time,,22292.18
D02977,10-09-2022,11-09-2022,11-09-2022,POY,500/288,Pallet,14,42,15,8820,Modi Spinning Mills,Reliance Industries,Pune,GJ-41-X-4657,On Time,,24912.23
D02978,25-04-2024,28-04-2024,28-04-2024,FDY,300/72,Box,6,2,8,96,Krishna Textile Suppliers,Filatex India,Silvassa,GJ-14-X-1488,On Time,,18641.07
D02979,03-02-2022,05-02-2022,05-02-2022,POY,500/288,Pallet,14,42,15,8820,Gujarat Yarn Traders,Nahar Spinning,Silvassa,GJ-41-X-4657,On Time,,22416.95
D02980,29-01-2023,02-02-2023,02-02-2023,POY,250/48,Pallet,15,42,15,9450,Surat Silk House,Sutlej Textiles,Surat,GJ-13-X-5506,On Time,,19717.67
D02981,15-08-2022,18-08-2022,18-08-2022,FDY,600/288,Box,13,2,8,208,Silvassa Fibre Co,Filatex India,Ahmedabad,GJ-39-X-9279,On Time,,14327.24
D02982,02-02-2022,05-02-2022,05-02-2022,POY,500/96,Pallet,16,42,15,10080,Silvassa Fibre Co,Vardhman Group,Navsari,GJ-39-X-9279,On Time,,13871.63
D02983,07-12-2022,10-12-2022,10-12-2022,FDY,300/72,Box,16,2,8,256,Gujarat Yarn Traders,Trident Group,Ahmedabad,GJ-21-X-4582,On Time,,24858.07
D02984,30-09-2023,03-10-2023,03-10-2023,POY,500/288,Pallet,13,42,15,8190,Ahmedabad Fibre Works,SRF Limited,Surat,GJ-21-X-7912,On Time,,10785.88
D02985,13-08-2024,16-08-2024,16-08-2024,FDY,600/288,Box,10,2,8,160,Navsari Thread Co,Bombay Dyeing,Navsari,GJ-41-X-4657,On Time,,13617.71
D02986,06-03-2022,09-03-2022,09-03-2022,FDY,600/288,Box,16,2,8,256,Laxmi Fibre Industries,Reliance Industries,Vapi,GJ-27-X-2679,On Time,,24042.43
D02987,26-08-2023,29-08-2023,29-08-2023,FDY,600/288,Box,13,2,8,208,Rajesh Spinning Co,Garden Silk Mills,Ahmedabad,GJ-39-X-9279,On Time,,20304.62
D02988,20-05-2023,24-05-2023,25-05-2023,POY,250/48,Pallet,16,42,15,10080,Patel Yarn Agency,Century Textiles,Surat,GJ-14-X-1488,Delayed,Weather,18664.86
D02989,11-04-2024,13-04-2024,13-04-2024,FDY,250/48,Box,9,2,8,144,Bhavna Textiles,Indo Count Industries,Silvassa,GJ-91-X-2824,On Time,,5782.52
D02990,09-12-2023,10-12-2023,10-12-2023,POY,500/288,Pallet,16,42,15,10080,Om Sai Yarn Traders,Alok Industries,Vapi,GJ-87-X-1434,On Time,,10449.39
D02991,26-02-2024,29-02-2024,29-02-2024,FDY,250/48,Box,19,2,8,304,Laxmi Fibre Industries,Vardhman Group,Vapi,GJ-27-X-2679,On Time,,15306.53
D02992,22-05-2024,23-05-2024,23-05-2024,POY,250/48,Pallet,16,42,15,10080,Vapi Yarn Depot,Unknown,Vapi,GJ-91-X-2824,On Time,,22055.27
D02993,17-07-2022,19-07-2022,19-07-2022,POY,500/288,Pallet,12,42,15,7560,Rajesh Spinning Co,Arvind Mills,Navsari,GJ-91-X-2824,On Time,,21776.98
D02994,15-08-2022,18-08-2022,,FDY,300/72,Box,27,2,8,432,Laxmi Fibre Industries,Reliance Industries,Silvassa,GJ-13-X-5506,Delayed,Alternate_Contact_Delivery,24228.61
D02995,06-08-2023,09-08-2023,09-08-2023,FDY,600/288,Box,18,2,8,288,Hanuman Yarn Mills,Bombay Dyeing,Pune,GJ-21-X-4582,On Time,,23251.8
D02996,02-06-2023,03-06-2023,03-06-2023,FDY,300/72,Box,9,2,8,144,Bhavna Textiles,Himatsingka Seide,Pune,GJ-96-X-9935,On Time,,12930.78
D02997,12-01-2024,15-01-2024,15-01-2024,FDY,600/288,Box,27,2,8,432,Rajesh Spinning Co,Garden Silk Mills,Silvassa,GJ-96-X-9935,On Time,,7972.71
D02998,18-09-2024,21-09-2024,21-09-2024,FDY,300/72,Box,18,2,8,288,Hanuman Yarn Mills,Vardhman Group,Vapi,GJ-13-X-5506,On Time,,14819.37
D02999,12-08-2023,17-08-2023,17-08-2023,POY,250/48,Pallet,14,42,15,8820,Shree Ram Textiles,Sutlej Textiles,Navsari,GJ-13-X-5506,On Time,,18508.24
D03000,10-02-2022,15-02-2022,15-02-2022,FDY,300/72,Box,16,2,8,256,Hanuman Yarn Mills,Reliance Industries,Surat,GJ-91-X-2824,On Time,,22753.75
D03001,03-07-2024,08-07-2024,,FDY,250/48,Box,13,2,8,208,Patel Yarn Agency,Vardhman Group,Vapi,GJ-21-X-7912,Delayed,Alternate_Contact_Delivery,22852.01
D03002,25-11-2022,30-11-2022,30-11-2022,FDY,300/72,Box,13,2,8,208,Vapi Yarn Depot,Arvind Mills,Silvassa,GJ-39-X-9279,On Time,,9001.55
D03003,11-10-2023,14-10-2023,20-10-2023,POY,500/288,Pallet,14,42,15,8820,Vapi Yarn Depot,Filatex India,Silvassa,GJ-14-X-1488,Delayed,Alternate_Contact_Delivery,15198.92
D03004,20-09-2023,22-09-2023,22-09-2023,FDY,300/72,Box,17,2,8,272,Bhavna Textiles,Indo Rama Synthetics,Surat,GJ-27-X-2679,On Time,,14169.68
D03005,26-03-2022,28-03-2022,28-03-2022,FDY,600/288,Box,12,2,8,192,Modi Spinning Mills,Indo Count Industries,Ahmedabad,GJ-21-X-7912,On Time,,19790.6
D03006,08-03-2024,09-03-2024,09-03-2024,FDY,600/288,Box,28,2,8,448,Laxmi Fibre Industries,Unknown,Navsari,GJ-91-X-2824,On Time,,22217.87
D03007,31-10-2022,03-11-2022,04-11-2022,FDY,250/48,Box,23,2,8,368,Om Sai Yarn Traders,Grasim Industries,Ahmedabad,GJ-27-X-2679,Delayed,Weather,10349.13
D03008,16-10-2022,18-10-2022,18-10-2022,FDY,250/48,Box,25,2,8,400,Shree Ram Textiles,Pasupati Fabrics,Pune,GJ-14-X-1488,On Time,,19004.43
D03009,21-02-2022,25-02-2022,25-02-2022,FDY,600/288,Box,25,2,8,400,Krishna Textile Suppliers,Indo Count Industries,Silvassa,GJ-13-X-5506,On Time,,7714.87
D03010,19-07-2023,21-07-2023,21-07-2023,POY,500/288,Pallet,12,42,15,7560,Modi Spinning Mills,Alok Industries,Vapi,GJ-21-X-4582,On Time,,5356.87
D03011,15-03-2024,20-03-2024,26-03-2024,FDY,600/288,Box,20,2,8,320,Modi Spinning Mills,Sutlej Textiles,Surat,GJ-41-X-4657,Delayed,Weather,16829.46
D03012,25-06-2024,29-06-2024,29-06-2024,FDY,250/48,Box,16,2,8,256,Laxmi Fibre Industries,Garden Silk Mills,Surat,GJ-13-X-5506,On Time,,13918.03
D03013,13-04-2022,16-04-2022,16-04-2022,FDY,250/48,Box,7,2,8,112,Ahmedabad Fibre Works,Welspun Textiles,Pune,GJ-39-X-9279,On Time,,15624.9
D03014,13-06-2024,16-06-2024,16-06-2024,FDY,600/288,Box,21,2,8,336,Laxmi Fibre Industries,Arvind Mills,Navsari,GJ-87-X-1434,On Time,,10707.24
D03015,21-03-2024,26-03-2024,26-03-2024,POY,500/288,Pallet,16,42,15,10080,Laxmi Fibre Industries,JBF Industries,Surat,GJ-87-X-1434,On Time,,19031.25
D03016,05-09-2022,07-09-2022,07-09-2022,POY,400/144,Pallet,14,42,15,8820,Shree Ram Textiles,Bombay Dyeing,Pune,GJ-21-X-4582,On Time,,11209.73
D03017,01-04-2023,05-04-2023,05-04-2023,FDY,300/72,Box,28,2,8,448,Laxmi Fibre Industries,Raymond Fabrics,Navsari,GJ-14-X-1488,On Time,,15335.61
D03018,30-11-2022,05-12-2022,12-12-2022,POY,500/96,Pallet,16,42,15,10080,Laxmi Fibre Industries,Reliance Industries,Navsari,GJ-21-X-4582,Delayed,Route Issue,7295.32
D03019,11-09-2024,12-09-2024,12-09-2024,POY,500/96,Pallet,14,42,15,8820,Patel Yarn Agency,Alok Industries,Surat,GJ-39-X-9279,On Time,,13450.4
D03020,24-02-2024,29-02-2024,,FDY,300/72,Box,14,2,8,224,Bhavna Textiles,Alok Industries,Surat,GJ-91-X-2824,Delayed,Alternate_Contact_Delivery,16079.11
D03021,24-01-2022,25-01-2022,25-01-2022,POY,400/144,Pallet,12,42,15,7560,Patel Yarn Agency,Garden Silk Mills,Surat,GJ-21-X-7912,On Time,,13324.34
D03022,28-11-2022,03-12-2022,03-12-2022,POY,500/288,Pallet,15,42,15,9450,Patel Yarn Agency,Reliance Industries,Silvassa,GJ-91-X-2824,On Time,,16301.25
D03023,09-10-2023,12-10-2023,12-10-2023,POY,250/48,Pallet,14,42,15,8820,Krishna Textile Suppliers,Garden Silk Mills,Navsari,GJ-96-X-9935,On Time,,14675.42
D03024,22-12-2023,24-12-2023,24-12-2023,FDY,300/72,Box,16,2,8,256,Rajesh Spinning Co,Filatex India,Silvassa,GJ-87-X-1434,On Time,,24882.16
D03025,06-12-2022,07-12-2022,07-12-2022,FDY,250/48,Box,28,2,8,448,Modi Spinning Mills,Indo Count Industries,Pune,GJ-21-X-7912,On Time,,11550.93
D03026,25-05-2023,29-05-2023,29-05-2023,FDY,600/288,Box,20,2,8,320,Hanuman Yarn Mills,Bombay Dyeing,Ahmedabad,GJ-91-X-2824,On Time,,11696.13
D03027,03-11-2022,08-11-2022,08-11-2022,POY,250/48,Pallet,12,42,15,7560,Unknown,Indo Count Industries,Navsari,GJ-41-X-4657,On Time,,6500.24
D03028,20-08-2024,25-08-2024,25-08-2024,POY,300/72,Pallet,12,42,15,7560,Krishna Textile Suppliers,Indo Count Industries,Pune,GJ-96-X-9935,On Time,,19159.64
D03029,14-05-2024,15-05-2024,15-05-2024,FDY,250/48,Box,30,2,8,480,Laxmi Fibre Industries,Garden Silk Mills,Surat,GJ-91-X-2824,On Time,,12800.96
D03030,15-02-2024,17-02-2024,17-02-2024,POY,500/96,Pallet,14,42,15,8820,Rajesh Spinning Co,Reliance Industries,Navsari,GJ-14-X-1488,On Time,,12248.14
D03031,17-01-2024,18-01-2024,18-01-2024,FDY,250/48,Box,15,2,8,240,Vapi Yarn Depot,Raymond Fabrics,Navsari,GJ-87-X-1434,On Time,,8517.15
D03032,02-10-2022,06-10-2022,07-10-2022,FDY,300/72,Box,17,2,8,272,Bhavna Textiles,Grasim Industries,Navsari,GJ-14-X-1488,Delayed,Weather,17780.22
D03033,09-02-2023,11-02-2023,15-02-2023,POY,250/48,Pallet,16,42,15,10080,Ahmedabad Fibre Works,Sutlej Textiles,Silvassa,GJ-87-X-1434,Delayed,Route Issue,20241.07
D03034,11-08-2022,12-08-2022,12-08-2022,FDY,300/72,Box,17,2,8,272,Ahmedabad Fibre Works,Pasupati Fabrics,Ahmedabad,GJ-13-X-5506,On Time,,7362.4
D03035,02-04-2023,07-04-2023,07-04-2023,FDY,300/72,Box,6,2,8,96,Om Sai Yarn Traders,Welspun Textiles,Navsari,GJ-21-X-7912,On Time,,15028.59
D03036,11-09-2023,15-09-2023,15-09-2023,POY,300/72,Pallet,13,42,15,8190,Silvassa Fibre Co,JBF Industries,Vapi,GJ-39-X-9279,On Time,,20308.43
D03037,26-04-2023,27-04-2023,27-04-2023,FDY,300/72,Box,19,2,8,304,Patel Yarn Agency,Filatex India,Surat,GJ-87-X-1434,On Time,,5738.66
D03038,08-09-2023,09-09-2023,09-09-2023,FDY,600/288,Box,29,2,8,464,Om Sai Yarn Traders,SRF Limited,Surat,GJ-87-X-1434,On Time,,14565.16
D03039,06-08-2022,08-08-2022,08-08-2022,POY,500/96,Pallet,12,42,15,7560,Navsari Thread Co,Pasupati Fabrics,Pune,GJ-39-X-9279,On Time,,5394.23
D03040,27-05-2023,31-05-2023,31-05-2023,FDY,250/48,Box,16,2,8,256,Silvassa Fibre Co,Indo Rama Synthetics,Ahmedabad,GJ-13-X-5506,On Time,,8455.63
D03041,29-03-2022,02-04-2022,02-04-2022,FDY,300/72,Box,29,2,8,464,Hanuman Yarn Mills,Himatsingka Seide,Ahmedabad,GJ-41-X-4657,On Time,,8102.77
D03042,16-11-2023,17-11-2023,21-11-2023,FDY,600/288,Box,20,2,8,320,Shree Ram Textiles,Bombay Dyeing,Surat,GJ-27-X-2679,Delayed,Weather,22395.38
D03043,24-05-2024,28-05-2024,28-05-2024,FDY,250/48,Box,22,2,8,352,Krishna Textile Suppliers,Vardhman Group,Navsari,GJ-14-X-1488,On Time,,12015
D03044,25-02-2023,02-03-2023,09-03-2023,FDY,300/72,Box,10,2,8,160,Patel Yarn Agency,Century Textiles,Vapi,GJ-27-X-2679,Delayed,Alternate_Contact_Delivery,5676.57
D03045,18-07-2023,21-07-2023,22-07-2023,POY,250/48,Pallet,12,42,15,7560,Hanuman Yarn Mills,SRF Limited,Ahmedabad,GJ-91-X-2824,Delayed,Vehicle Breakdown,11209.98
D03046,29-10-2023,30-10-2023,30-10-2023,FDY,600/288,Box,8,2,8,128,Unknown,Vardhman Group,Pune,GJ-21-X-4582,On Time,,16121.18
D03047,27-05-2023,31-05-2023,31-05-2023,FDY,300/72,Box,13,2,8,208,Modi Spinning Mills,Alok Industries,Surat,GJ-14-X-1488,On Time,,15961.07
D03048,05-12-2022,07-12-2022,,FDY,300/72,Box,29,2,8,464,Patel Yarn Agency,Alok Industries,Pune,GJ-87-X-1434,Failed,Weather,13168.48
D03049,30-07-2024,01-08-2024,01-08-2024,POY,500/96,Pallet,15,42,15,9450,Navsari Thread Co,Raymond Fabrics,Navsari,GJ-21-X-4582,On Time,,14698.47
D03050,21-02-2022,24-02-2022,,POY,500/288,Pallet,14,42,15,8820,Unknown,Sutlej Textiles,Pune,GJ-91-X-2824,Failed,Vehicle Breakdown,5078.1
D03051,14-03-2023,16-03-2023,16-03-2023,FDY,600/288,Box,23,2,8,368,Patel Yarn Agency,Himatsingka Seide,Pune,GJ-91-X-2824,On Time,,9724.86
D03052,14-09-2023,19-09-2023,19-09-2023,FDY,600/288,Box,8,2,8,128,Laxmi Fibre Industries,Sutlej Textiles,Vapi,GJ-21-X-4582,On Time,,12777.34
D03053,05-04-2024,08-04-2024,08-04-2024,FDY,600/288,Box,19,2,8,304,Navsari Thread Co,Himatsingka Seide,Navsari,GJ-87-X-1434,On Time,,14053.67
D03054,08-09-2024,13-09-2024,,FDY,300/72,Box,13,2,8,208,Hanuman Yarn Mills,Century Textiles,Pune,GJ-21-X-4582,Failed,Vehicle Breakdown,8621.81
D03055,26-03-2023,28-03-2023,28-03-2023,FDY,300/72,Box,12,2,8,192,Modi Spinning Mills,Filatex India,Silvassa,GJ-87-X-1434,On Time,,12383.81
D03056,02-05-2024,07-05-2024,07-05-2024,POY,400/144,Pallet,16,42,15,10080,Surat Silk House,JBF Industries,Navsari,GJ-41-X-4657,On Time,,21966.88
D03057,28-11-2022,03-12-2022,03-12-2022,POY,250/48,Pallet,12,42,15,7560,Patel Yarn Agency,Himatsingka Seide,Ahmedabad,GJ-91-X-2824,On Time,,12595.68
D03058,10-03-2022,15-03-2022,15-03-2022,FDY,600/288,Box,23,2,8,368,Patel Yarn Agency,Garden Silk Mills,Silvassa,GJ-41-X-4657,On Time,,18154.16
D03059,10-09-2022,11-09-2022,18-09-2022,POY,400/144,Pallet,13,42,15,8190,Surat Silk House,Nahar Spinning,Vapi,GJ-21-X-4582,Delayed,Alternate_Contact_Delivery,8894.98
D03060,09-07-2023,10-07-2023,10-07-2023,FDY,600/288,Box,26,2,8,416,Laxmi Fibre Industries,Garden Silk Mills,Silvassa,GJ-39-X-9279,On Time,,7400.76
D03061,22-02-2024,25-02-2024,25-02-2024,FDY,600/288,Box,20,2,8,320,Vapi Yarn Depot,SRF Limited,Pune,GJ-27-X-2679,On Time,,14521.85
